"K00001" "alcohol dehydrogenase [EC:1.1.1.1]"
"K04761" "LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
"K04762" "ribosome-associated heat shock protein Hsp15"
"K04763" "integrase/recombinase XerD"
"K04764" "integration host factor subunit alpha"
"K04765" "nucleoside triphosphate diphosphatase [EC:3.6.1.9]"
"K04766" "acetoin utilization protein AcuA [EC:2.3.1.-]"
"K04767" "acetoin utilization protein AcuB"
"K04768" "acetoin utilization protein AcuC"
"K04769" "AbrB family transcriptional regulator, stage V sporulation protein T"
"K04770" "Lon-like ATP-dependent protease [EC:3.4.21.-]"
"K04771" "serine protease Do [EC:3.4.21.107]"
"K04772" "serine protease DegQ [EC:3.4.21.-]"
"K04773" "protease IV [EC:3.4.21.-]"
"K04774" "serine protease SohB [EC:3.4.21.-]"
"K04775" "protease YdgD [EC:3.4.21.-]"
"K04780" "nonribosomal peptide synthetase DhbF"
"K04781" "salicylate synthetase [EC:5.4.4.2 4.2.99.21]"
"K04782" "isochorismate pyruvate lyase [EC:4.2.99.21]"
"K04783" "yersiniabactin salicyl-AMP ligase [EC:6.3.2.-]"
"K04784" "yersiniabactin nonribosomal peptide synthetase"
"K04785" "yersiniabactin synthetase, thiazolinyl reductase component"
"K04786" "yersiniabactin nonribosomal peptide/polyketide synthase"
"K04787" "mycobactin salicyl-AMP ligase [EC:6.3.2.-]"
"K04788" "mycobactin phenyloxazoline synthetase"
"K04789" "mycobactin peptide synthetase MbtE"
"K04790" "mycobactin polyketide synthetase MbtC"
"K04791" "mycobactin polyketide synthetase MbtD"
"K04792" "mycobactin peptide synthetase MbtF"
"K04793" "mycobactin lysine-N-oxygenase"
"K04794" "peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]"
"K04800" "replication factor C large subunit"
"K04801" "replication factor C small subunit"
"K04835" "methylaspartate ammonia-lyase [EC:4.3.1.2]"
"K04844" "hypothetical glycosyl hydrolase [EC:3.2.1.-]"
"K04940" "opine dehydrogenase [EC:1.5.1.28]"
"K05020" "glycine betaine transporter"
"K05245" "L-carnitine/gamma-butyrobetaine antiporter"
"K05275" "pyridoxine 4-dehydrogenase [EC:1.1.1.65]"
"K05281" "2-hydroxyisoflavone reductase [EC:1.3.1.45]"
"K05286" "phosphatidylinositol glycan, class B [EC:2.4.1.-]"
"K05296" "3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51]"
"K05297" "rubredoxin---NAD+ reductase [EC:1.18.1.1]"
"K05299" "formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10]"
"K05301" "sulfite dehydrogenase [EC:1.8.2.1]"
"K05303" "O-methyltransferase [EC:2.1.1.-]"
"K05304" "sialic acid synthase [EC:2.5.1.56 2.5.1.57 2.5.1.132]"
"K05305" "fucokinase [EC:2.7.1.52]"
"K05306" "phosphonoacetaldehyde hydrolase [EC:3.11.1.1]"
"K05308" "gluconate/galactonate dehydratase [EC:4.2.1.140]"
"K05311" "central glycolytic genes regulator"
"K05337" "ferredoxin"
"K05338" "holin-like protein"
"K05339" "holin-like protein LrgB"
"K05340" "glucose uptake protein"
"K05341" "amylosucrase [EC:2.4.1.4]"
"K05342" "alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]"
"K05343" "maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]"
"K05346" "deoxyribonucleoside regulator"
"K05349" "beta-glucosidase [EC:3.2.1.21]"
"K05350" "beta-glucosidase [EC:3.2.1.21]"
"K05351" "D-xylulose reductase [EC:1.1.1.9]"
"K05352" "ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]"
"K05356" "all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85]"
"K05358" "quinate dehydrogenase (quinone) [EC:1.1.5.8]"
"K05362" "UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7]"
"K05363" "serine/alanine adding enzyme [EC:2.3.2.10]"
"K05364" "penicillin-binding protein A"
"K05365" "penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]"
"K05366" "penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]"
"K05367" "penicillin-binding protein 1C [EC:2.4.1.129]"
"K05368" "aquacobalamin reductase / NAD(P)H-flavin reductase [EC:1.16.1.3 1.5.1.41]"
"K05372" "AraC family transcriptional regulator"
"K05373" "MFS transporter, putative signal transducer"
"K05374" "yersiniabactin synthetase, thioesterase component"
"K05375" "MbtH protein"
"K05396" "D-cysteine desulfhydrase [EC:4.4.1.15]"
"K05499" "LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG"
"K05501" "TetR/AcrR family transcriptional regulator"
"K05515" "penicillin-binding protein 2 [EC:3.4.16.4]"
"K05516" "curved DNA-binding protein"
"K05517" "nucleoside-specific channel-forming protein"
"K05518" "phosphoserine phosphatase RsbX [EC:3.1.3.3]"
"K05519" "transcriptional activator of comK gene"
"K05520" "protease I [EC:3.5.1.124]"
"K05521" "ADP-ribosyl-[dinitrogen reductase] hydrolase [EC:3.2.2.24]"
"K05522" "endonuclease VIII [EC:3.2.2.- 4.2.99.18]"
"K05523" "D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]"
"K05524" "ferredoxin"
"K05525" "linalool 8-monooxygenase [EC:1.14.14.84]"
"K05526" "succinylglutamate desuccinylase [EC:3.5.1.96]"
"K05527" "BolA family transcriptional regulator, general stress-responsive regulator"
"K05535" "alpha 1,2-mannosyltransferase [EC:2.4.1.-]"
"K05539" "tRNA-dihydrouridine synthase A [EC:1.-.-.-]"
"K05540" "tRNA-dihydrouridine synthase B [EC:1.-.-.-]"
"K05541" "tRNA-dihydrouridine synthase C [EC:1.-.-.-]"
"K05548" "MFS transporter, AAHS family, benzoate transport protein"
"K05549" "benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]"
"K05550" "benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]"
"K05551" "minimal PKS ketosynthase (KS/KS alpha) [EC:2.3.1.- 2.3.1.260 2.3.1.235]"
"K05552" "minimal PKS chain-length factor (CLF/KS beta) [EC:2.3.1.- 2.3.1.260 2.3.1.235]"
"K05554" "aromatase [EC:4.2.1.-]"
"K05555" "cyclase [EC:4.-.-.-]"
"K05556" "ketoreductase RED1 [EC:1.1.1.-]"
"K05557" "MFS transporter, DHA2 family, integral membrane protein"
"K05558" "pyridoxamine 5-phosphate oxidase family protein"
"K05559" "multicomponent K+:H+ antiporter subunit A"
"K05560" "multicomponent K+:H+ antiporter subunit C"
"K05561" "multicomponent K+:H+ antiporter subunit D"
"K05562" "multicomponent K+:H+ antiporter subunit E"
"K05563" "multicomponent K+:H+ antiporter subunit F"
"K05564" "multicomponent K+:H+ antiporter subunit G"
"K05565" "multicomponent Na+:H+ antiporter subunit A"
"K05566" "multicomponent Na+:H+ antiporter subunit B"
"K05567" "multicomponent Na+:H+ antiporter subunit C"
"K05568" "multicomponent Na+:H+ antiporter subunit D"
"K05569" "multicomponent Na+:H+ antiporter subunit E"
"K05570" "multicomponent Na+:H+ antiporter subunit F"
"K05571" "multicomponent Na+:H+ antiporter subunit G"
"K05572" "NAD(P)H-quinone oxidoreductase subunit 1 [EC:1.6.5.3]"
"K05574" "NAD(P)H-quinone oxidoreductase subunit 3 [EC:1.6.5.3]"
"K05575" "NAD(P)H-quinone oxidoreductase subunit 4 [EC:1.6.5.3]"
"K05576" "NAD(P)H-quinone oxidoreductase subunit 4L [EC:1.6.5.3]"
"K05577" "NAD(P)H-quinone oxidoreductase subunit 5 [EC:1.6.5.3]"
"K05578" "NAD(P)H-quinone oxidoreductase subunit 6 [EC:1.6.5.3]"
"K05579" "NAD(P)H-quinone oxidoreductase subunit H [EC:1.6.5.3]"
"K05580" "NAD(P)H-quinone oxidoreductase subunit I [EC:1.6.5.3]"
"K05581" "NAD(P)H-quinone oxidoreductase subunit J [EC:1.6.5.3]"
"K05582" "NAD(P)H-quinone oxidoreductase subunit K [EC:1.6.5.3]"
"K05586" "bidirectional [NiFe] hydrogenase diaphorase subunit [EC:1.6.5.3]"
"K05587" "bidirectional [NiFe] hydrogenase diaphorase subunit [EC:1.6.5.3]"
"K05588" "bidirectional [NiFe] hydrogenase diaphorase subunit [EC:1.6.5.3]"
"K05589" "cell division protein FtsB"
"K05590" "ATP-dependent RNA helicase SrmB [EC:3.6.4.13]"
"K05591" "ATP-independent RNA helicase DbpA [EC:3.6.4.13]"
"K05592" "ATP-dependent RNA helicase DeaD [EC:3.6.4.13]"
"K05593" "aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]"
"K05594" "ElaB protein"
"K05595" "multiple antibiotic resistance protein"
"K05596" "LysR family transcriptional regulator, chromosome initiation inhibitor"
"K05597" "glutamin-(asparagin-)ase [EC:3.5.1.38]"
"K05599" "anthranilate 1,2-dioxygenase (deaminating, decarboxylating) large subunit [EC:1.14.12.1]"
"K05600" "anthranilate 1,2-dioxygenase (deaminating, decarboxylating) small subunit [EC:1.14.12.1]"
"K05601" "hydroxylamine reductase [EC:1.7.99.1]"
"K05602" "histidinol-phosphatase [EC:3.1.3.15]"
"K05603" "formimidoylglutamate deiminase [EC:3.5.3.13]"
"K05605" "3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]"
"K05606" "methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"
"K05666" "ATP-binding cassette, subfamily C (CFTR/MRP), member 2"
"K05685" "macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]"
"K05708" "3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha [EC:1.14.12.19]"
"K05709" "3-phenylpropionate/trans-cinnamate dioxygenase subunit beta [EC:1.14.12.19]"
"K05710" "3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component"
"K05711" "2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87]"
"K05712" "3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]"
"K05713" "2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]"
"K05714" "2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]"
"K05715" "2-phosphoglycerate kinase [EC:2.7.2.-]"
"K05739" "uncharacterized protein"
"K05770" "translocator protein"
"K05772" "tungstate transport system substrate-binding protein"
"K05773" "tungstate transport system permease protein"
"K05774" "ribose 1,5-bisphosphokinase [EC:2.7.4.23]"
"K05775" "maltose operon periplasmic protein"
"K05776" "molybdate transport system ATP-binding protein"
"K05777" "putative thiamine transport system substrate-binding protein"
"K05778" "putative thiamine transport system permease protein"
"K05779" "putative thiamine transport system ATP-binding protein"
"K05780" "alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]"
"K05781" "putative phosphonate transport system ATP-binding protein"
"K05782" "benzoate membrane transport protein"
"K05783" "dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]"
"K05784" "benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]"
"K05785" "transcriptional antiterminator RfaH"
"K05786" "chloramphenicol-sensitive protein RarD"
"K05787" "DNA-binding protein HU-alpha"
"K05788" "integration host factor subunit beta"
"K05789" "chain length determinant protein (polysaccharide antigen chain regulator)"
"K05790" "lipopolysaccharide biosynthesis protein WzzE"
"K05791" "tellurium resistance protein TerZ"
"K05792" "tellurite resistance protein TerA"
"K05793" "tellurite resistance protein TerB"
"K05794" "tellurite resistance protein TerC"
"K05795" "tellurium resistance protein TerD"
"K05796" "electron transport protein HydN"
"K05797" "4-cresol dehydrogenase (hydroxylating) flavoprotein subunit [EC:1.17.99.1]"
"K05798" "LysR family transcriptional regulator, transcriptional activator for leuABCD operon"
"K05799" "GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"
"K05800" "Lrp/AsnC family transcriptional regulator"
"K05801" "DnaJ like chaperone protein"
"K05802" "potassium-dependent mechanosensitive channel"
"K05803" "lipoprotein NlpI"
"K05804" "AraC family transcriptional regulator, mar-sox-rob regulon activator"
"K05805" "CreA protein"
"K05807" "outer membrane protein assembly factor BamD"
"K05808" "putative sigma-54 modulation protein"
"K05809" "ribosome-associated inhibitor A"
"K05810" "polyphenol oxidase [EC:1.10.3.-]"
"K05811" "putative lipoprotein"
"K05812" "DTW domain-containing protein"
"K05813" "sn-glycerol 3-phosphate transport system substrate-binding protein"
"K05814" "sn-glycerol 3-phosphate transport system permease protein"
"K05815" "sn-glycerol 3-phosphate transport system permease protein"
"K05816" "sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]"
"K05817" "LysR family transcriptional regulator, hca operon transcriptional activator"
"K05818" "IclR family transcriptional regulator, mhp operon transcriptional activator"
"K05819" "MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter"
"K05820" "MFS transporter, PPP family, 3-phenylpropionic acid transporter"
"K05822" "tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]"
"K05823" "N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]"
"K05824" "homoisocitrate dehydrogenase [EC:1.1.1.87]"
"K05825" "2-aminoadipate transaminase [EC:2.6.1.-]"
"K05826" "alpha-aminoadipate/glutamate carrier protein LysW"
"K05827" "[lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase [EC:6.3.2.43]"
"K05829" "LysW-gamma-L-alpha-aminoadipyl-6-phosphate/LysW-L-glutamyl-5-phosphate reductase [EC:1.2.1.-]"
"K05830" "LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.-]"
"K05831" "LysW-gamma-L-lysine/LysW-L-ornithine carboxypeptidase"
"K05832" "putative ABC transport system permease protein"
"K05833" "putative ABC transport system ATP-binding protein"
"K05834" "homoserine/homoserine lactone efflux protein"
"K05835" "threonine efflux protein"
"K05836" "GntR family transcriptional regulator, histidine utilization repressor"
"K05837" "rod shape determining protein RodA"
"K05838" "putative thioredoxin"
"K05839" "haemolysin expression modulating protein"
"K05841" "sterol 3beta-glucosyltransferase [EC:2.4.1.173]"
"K05844" "ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]"
"K05845" "osmoprotectant transport system substrate-binding protein"
"K05846" "osmoprotectant transport system permease protein"
"K05847" "osmoprotectant transport system ATP-binding protein"
"K05851" "adenylate cyclase, class 1 [EC:4.6.1.1]"
"K05873" "adenylate cyclase, class 2 [EC:4.6.1.1]"
"K05874" "methyl-accepting chemotaxis protein I, serine sensor receptor"
"K05875" "methyl-accepting chemotaxis protein II, aspartate sensor receptor"
"K05876" "methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor"
"K05877" "methyl-accepting chemotaxis protein IV, peptide sensor receptor"
"K05878" "phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]"
"K05879" "phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]"
"K05880" "transcriptional activator for dhaKLM operon"
"K05881" "phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]"
"K05882" "aryl-alcohol dehydrogenase (NADP+) [EC:1.1.1.91]"
"K05884" "L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]"
"K05886" "serine 3-dehydrogenase (NADP+) [EC:1.1.1.276]"
"K05887" "quinate/shikimate dehydrogenase [EC:1.1.1.282]"
"K05889" "polyvinyl alcohol dehydrogenase (cytochrome) [EC:1.1.2.6]"
"K05895" "precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]"
"K05896" "segregation and condensation protein A"
"K05898" "3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]"
"K05910" "NADH peroxidase [EC:1.11.1.1]"
"K05913" "2,4-dihydroxyacetophenone dioxygenase [EC:1.13.11.41]"
"K05916" "nitric oxide dioxygenase [EC:1.14.12.17]"
"K05917" "sterol 14-demethylase [EC:1.14.13.70]"
"K05918" "4-hydroxybenzoate brominase (decarboxylating) [EC:1.14.19.55]"
"K05919" "superoxide reductase [EC:1.15.1.2]"
"K05921" "5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]"
"K05922" "quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1]"
"K05926" "23S rRNA (adenosine1067-2-O)-methyltransferase [EC:2.1.1.230]"
"K05927" "quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1]"
"K05928" "tocopherol O-methyltransferase [EC:2.1.1.95]"
"K05929" "phosphoethanolamine N-methyltransferase [EC:2.1.1.103]"
"K05934" "precorrin-3B C17-methyltransferase [EC:2.1.1.131]"
"K05936" "precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]"
"K05937" "uncharacterized protein"
"K05939" "acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]"
"K05942" "citrate (Re)-synthase [EC:2.3.3.3]"
"K05946" "N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]"
"K05951" "NAD+---dinitrogen-reductase ADP-D-ribosyltransferase [EC:2.4.2.37]"
"K05952" "uncharacterized protein"
"K05962" "protein-histidine pros-kinase [EC:2.7.13.1]"
"K05964" "holo-ACP synthase [EC:2.7.7.61]"
"K05966" "triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]"
"K05967" "uncharacterized protein"
"K05970" "sialate O-acetylesterase [EC:3.1.1.53]"
"K05973" "poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]"
"K05977" "2-hydroxybiphenyl-2-sulfinate desulfinase [EC:3.13.1.3]"
"K05978" "glucosylglycerol 3-phosphatase [EC:3.1.3.69]"
"K05979" "2-phosphosulfolactate phosphatase [EC:3.1.3.71]"
"K05982" "deoxyribonuclease V [EC:3.1.21.7]"
"K05984" "excinuclease Cho [EC:3.1.25.-]"
"K05985" "ribonuclease M5 [EC:3.1.26.8]"
"K05986" "nuclease S1 [EC:3.1.30.1]"
"K05988" "dextranase [EC:3.2.1.11]"
"K05989" "alpha-L-rhamnosidase [EC:3.2.1.40]"
"K05991" "endoglycosylceramidase [EC:3.2.1.123]"
"K05992" "maltogenic alpha-amylase [EC:3.2.1.133]"
"K05994" "bacterial leucyl aminopeptidase [EC:3.4.11.10]"
"K05995" "dipeptidase E [EC:3.4.13.21]"
"K05996" "carboxypeptidase T [EC:3.4.17.18]"
"K05997" "Fe-S cluster assembly protein SufA"
"K05998" "pseudomonalisin [EC:3.4.21.100]"
"K05999" "xanthomonalisin [EC:3.4.21.101]"
"K06001" "tryptophan synthase beta chain [EC:4.2.1.20]"
"K06006" "periplasmic protein CpxP"
"K06011" "botulinum neurotoxin [EC:3.4.24.69]"
"K06012" "spore protease [EC:3.4.24.78]"
"K06013" "STE24 endopeptidase [EC:3.4.24.84]"
"K06015" "N-acyl-D-amino-acid deacylase [EC:3.5.1.81]"
"K06016" "beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]"
"K06019" "pyrophosphatase PpaX [EC:3.6.1.1]"
"K06020" "sulfate-transporting ATPase [EC:3.6.3.25]"
"K06022" "molybdate-transporting ATPase [EC:3.6.3.29]"
"K06023" "HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]"
"K06024" "segregation and condensation protein B"
"K06027" "vesicle-fusing ATPase [EC:3.6.4.6]"
"K06033" "arylmalonate decarboxylase [EC:4.1.1.76]"
"K06034" "sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79]"
"K06039" "uncharacterized protein involved in oxidation of intracellular sulfur"
"K06041" "arabinose-5-phosphate isomerase [EC:5.3.1.13]"
"K06042" "precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]"
"K06044" "(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]"
"K06045" "squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]"
"K06046" "long-chain-fatty-acid---luciferin-component ligase [EC:6.2.1.19]"
"K06048" "glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]"
"K06049" "magnesium chelatase accessory protein"
"K06073" "vitamin B12 transport system permease protein"
"K06074" "vitamin B12 transport system ATP-binding protein [EC:3.6.3.33]"
"K06075" "MarR family transcriptional regulator, transcriptional regulator for hemolysin"
"K06076" "long-chain fatty acid transport protein"
"K06077" "outer membrane lipoprotein SlyB"
"K06078" "murein lipoprotein"
